subject_id	best_seed	pident	align_len_merged_query	align_len_merged_subject	query_coverage	subject_coverage	evalue	bitscore	seed_len	protein_len	hsp_count
DhA05G009400.1	tr|Q9S759|Q9S759_KALFE	34.601	256	257	0.934	0.594	6.910e-40	145.0	274	433	1
DhA05G009840.1	tr|A0A089WU92|A0A089WU92_KALFE	32.830	258	259	0.949	0.712	1.830e-39	142.0	272	364	1
DhA05G013240.1	tr|A0A089WU92|A0A089WU92_KALFE	27.016	229	243	0.842	0.466	4.310e-13	70.5	272	521	1
DhA05G015200.1	tr|Q9S759|Q9S759_KALFE	26.421	259	294	0.945	0.573	1.390e-36	137.0	274	513	1
DhA05G015950.1	tr|Q9S759|Q9S759_KALFE	33.716	256	254	0.934	0.511	2.020e-41	150.0	274	497	1
DhA05G017040.1	sp|Q9SPK4|PPCK1_ARATH	31.522	264	271	0.930	0.537	7.870e-24	102.0	284	505	1
DhA05G017170.1	tr|A0A089WU92|A0A089WU92_KALFE	34.717	263	258	0.967	0.492	1.960e-46	164.0	272	524	1
DhA05G017350.1	sp|Q9SPK4|PPCK1_ARATH	27.517	264	293	0.930	0.792	1.170e-21	94.7	284	370	1
DhA05G018390.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	29.452	291	269	0.970	0.380	2.610e-36	139.0	300	708	1
DhA05G018490.1	tr|Q2ABR6|Q2ABR6_ORYSJ	27.826	226	206	0.741	0.346	6.890e-12	67.4	305	595	1
DhA05G018820.1	sp|Q9SPK4|PPCK1_ARATH	32.576	256	251	0.901	0.430	7.110e-27	111.0	284	584	1
DhA05G020250.1	tr|Q9S759|Q9S759_KALFE	30.047	201	206	0.734	0.448	2.570e-12	68.2	274	460	1
DhA05G020540.1	tr|Q9S759|Q9S759_KALFE	31.401	192	196	0.701	0.281	1.900e-11	65.9	274	698	1
DhA05G020570.1	tr|Q5EC59|Q5EC59_MAIZE	31.802	258	262	0.902	0.780	2.060e-15	77.0	286	336	1
DhA05G020680.1	tr|A0A089WU92|A0A089WU92_KALFE	26.190	197	195	0.724	0.294	1.720e-11	65.9	272	663	1
DhA05G023680.1	sp|Q93VK0|PPCK2_ARATH	29.808	201	199	0.723	0.196	1.390e-15	78.2	278	1016	1
DhA05G024090.1	tr|Q9S759|Q9S759_KALFE	31.455	206	208	0.752	0.491	3.980e-12	67.4	274	424	1
DhA05G025070.1	tr|Q5EC59|Q5EC59_MAIZE	43.173	269	267	0.941	0.486	1.670e-67	220.0	286	549	1
DhA05G025620.1	tr|A0A089WU92|A0A089WU92_KALFE	32.414	259	286	0.952	0.969	1.290e-31	120.0	272	295	1
DhA05G025850.1	tr|Q9S759|Q9S759_KALFE	32.090	260	265	0.949	0.369	2.260e-29	118.0	274	719	1
DhA05G025910.1	tr|Q2ABP5|Q2ABP5_ORYSJ	34.762	196	196	0.688	0.551	1.730e-12	68.6	285	356	1
DhA06G000270.1	tr|Q9S759|Q9S759_KALFE	42.537	265	267	0.967	0.485	1.320e-65	215.0	274	551	1
DhA06G000910.1	sp|Q93VK0|PPCK2_ARATH	26.744	247	246	0.888	0.528	3.170e-11	65.1	278	466	1
DhA06G001050.1	tr|Q9S759|Q9S759_KALFE	26.267	193	210	0.704	0.486	7.440e-11	63.5	274	432	1
DhA06G001930.1	tr|Q5EC59|Q5EC59_MAIZE	81.206	279	280	0.976	0.982	1.950e-157	441.0	286	285	1
DhA06G002550.1	tr|Q9S759|Q9S759_KALFE	29.057	257	262	0.938	0.479	9.660e-25	104.0	274	547	1
DhA06G002740.1	sp|Q9SPK4|PPCK1_ARATH	29.811	255	254	0.898	0.708	2.520e-18	85.5	284	359	1
DhA06G002800.1	tr|Q2ABP5|Q2ABP5_ORYSJ	23.827	260	273	0.912	0.242	1.200e-11	66.6	285	1127	1
DhA06G004460.1	sp|Q93VK0|PPCK2_ARATH	29.333	220	219	0.791	0.188	7.720e-17	82.0	278	1164	1
DhA06G006860.1	sp|Q93VK0|PPCK2_ARATH	26.596	260	263	0.935	0.272	1.450e-19	90.1	278	967	1
DhA06G006900.1	tr|Q9S759|Q9S759_KALFE	34.450	206	203	0.752	0.441	6.380e-25	104.0	274	460	1
DhA06G007930.1	sp|Q9SPK4|PPCK1_ARATH	28.102	255	254	0.898	0.417	1.130e-16	81.6	284	609	1
DhA06G008290.1	sp|Q93VK0|PPCK2_ARATH	33.459	262	260	0.942	0.291	1.220e-28	116.0	278	895	1
DhA06G008770.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	24.706	279	335	0.930	0.483	5.810e-20	91.7	300	694	1
DhA06G008940.1	sp|Q9SPK4|PPCK1_ARATH	24.916	267	291	0.940	0.669	2.860e-17	82.8	284	435	1
DhA06G009720.1	tr|A0A089WU92|A0A089WU92_KALFE	25.893	206	210	0.757	0.234	5.520e-11	64.3	272	896	1
DhA06G009730.1	tr|A0A089WU92|A0A089WU92_KALFE	25.446	206	210	0.757	0.253	5.510e-11	64.3	272	829	1
DhA06G010000.1	tr|Q2ABR6|Q2ABR6_ORYSJ	92.808	292	289	0.957	0.997	3.420e-173	482.0	305	290	1
DhA06G010060.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	25.446	220	202	0.733	0.266	2.110e-14	75.1	300	758	1
DhA06G010440.1	tr|Q2ABP5|Q2ABP5_ORYSJ	30.594	207	200	0.726	0.301	2.480e-12	68.6	285	665	1
DhA06G011020.1	tr|Q9S759|Q9S759_KALFE	26.599	260	295	0.949	0.424	4.550e-24	103.0	274	695	1
DhA06G011380.1	sp|Q9SPK4|PPCK1_ARATH	32.308	121	130	0.426	0.368	1.470e-11	65.9	284	353	1
DhA06G011470.1	tr|Q9S759|Q9S759_KALFE	28.856	190	192	0.693	0.242	5.290e-12	67.4	274	795	1
DhA06G011490.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	29.577	279	258	0.930	0.478	8.460e-30	119.0	300	540	1
DhA06G012660.1	tr|A0A089WU92|A0A089WU92_KALFE	30.597	262	262	0.963	0.726	4.020e-37	135.0	272	361	1
DhA06G012890.1	sp|Q9SPK4|PPCK1_ARATH	30.032	274	303	0.965	0.418	9.160e-25	105.0	284	725	1
DhA06G013110.1	tr|Q9S759|Q9S759_KALFE	32.701	204	207	0.745	0.296	6.190e-23	99.8	274	699	1
DhA06G013780.1	tr|Q5EC59|Q5EC59_MAIZE	28.358	257	253	0.899	0.344	8.270e-17	82.0	286	735	1
DhA06G015340.1	sp|Q93VK0|PPCK2_ARATH	29.956	205	220	0.737	0.196	1.090e-11	66.6	278	1120	1
DhA06G016680.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	31.707	282	262	0.940	0.549	1.570e-25	107.0	300	477	1
DhA06G018030.1	tr|Q2ABP5|Q2ABP5_ORYSJ	28.054	213	211	0.747	0.505	1.160e-12	69.3	285	418	1
DhA06G019280.1	sp|Q9SPK4|PPCK1_ARATH	30.389	269	262	0.947	0.645	5.430e-24	101.0	284	406	1
DhA06G019370.1	tr|A0A089WU92|A0A089WU92_KALFE	30.986	133	141	0.489	0.170	2.340e-11	65.5	272	828	1
DhA06G019790.1	tr|Q9S759|Q9S759_KALFE	30.000	189	203	0.690	0.204	4.890e-11	64.7	274	994	1
DhA06G021640.1	tr|Q9S759|Q9S759_KALFE	28.996	256	264	0.934	0.461	2.660e-25	106.0	274	573	1
DhA06G021990.1	tr|Q9S759|Q9S759_KALFE	31.092	221	233	0.807	0.552	2.430e-19	88.6	274	422	1
DhA06G022460.1	tr|A0A089WU92|A0A089WU92_KALFE	36.431	260	258	0.956	0.556	8.950e-46	161.0	272	464	1
DhA06G022940.1	tr|A0A089WU92|A0A089WU92_KALFE	27.094	194	197	0.713	0.223	2.580e-11	65.5	272	885	1
DhA06G023060.1	tr|A0A089WU92|A0A089WU92_KALFE	26.280	257	288	0.945	0.778	4.870e-20	90.1	272	370	1
DhA06G023420.1	sp|Q93VK0|PPCK2_ARATH	29.333	212	218	0.763	0.343	5.530e-18	85.1	278	636	1
DhA06G023790.1	tr|A0A089WU92|A0A089WU92_KALFE	38.043	266	270	0.978	0.528	2.850e-57	192.0	272	511	1
DhA06G024080.1	tr|A0A089WU92|A0A089WU92_KALFE	31.615	258	284	0.949	0.969	1.000e-32	122.0	272	293	1
DhA06G024620.1	tr|A0A089WU92|A0A089WU92_KALFE	27.602	212	215	0.779	0.292	4.490e-13	70.5	272	736	1
DhA07G002220.1	tr|A0A089WU92|A0A089WU92_KALFE	36.667	111	120	0.408	0.294	2.510e-14	73.9	272	408	1
DhA07G002500.1	tr|A0A089WU92|A0A089WU92_KALFE	43.019	261	263	0.960	0.495	3.020e-68	221.0	272	531	1
DhA07G003690.1	tr|Q9S759|Q9S759_KALFE	43.911	268	270	0.978	0.453	1.730e-71	231.0	274	596	1
DhA07G004520.1	tr|Q9S759|Q9S759_KALFE	34.091	259	259	0.945	0.706	8.780e-37	135.0	274	367	1
DhA07G004550.1	sp|Q9SPK4|PPCK1_ARATH	34.831	256	257	0.901	0.341	2.100e-31	124.0	284	753	1
DhA07G004580.1	tr|A0A089WU92|A0A089WU92_KALFE	25.168	260	289	0.956	0.715	1.280e-17	83.6	272	404	1
DhA07G004990.1	tr|Q5EC58|Q5EC58_MAIZE	29.048	207	190	0.695	0.179	2.070e-14	75.5	298	1059	1
DhA07G005050.1	tr|Q9S759|Q9S759_KALFE	32.342	263	261	0.960	0.311	2.620e-28	115.0	274	838	1
DhA07G005270.1	tr|Q9S759|Q9S759_KALFE	31.159	251	268	0.916	0.394	1.730e-26	110.0	274	680	1
DhA07G006590.1	sp|Q9SPK4|PPCK1_ARATH	27.556	215	219	0.757	0.198	1.520e-13	72.4	284	1108	1
DhA07G006820.1	tr|A0A089WU92|A0A089WU92_KALFE	28.000	259	263	0.952	0.783	1.180e-17	82.8	272	336	1
DhA07G006940.1	tr|Q9S759|Q9S759_KALFE	31.228	248	279	0.905	0.220	2.330e-31	124.0	274	1268	1
DhA07G006980.1	tr|Q9S759|Q9S759_KALFE	29.213	257	255	0.938	0.597	5.680e-33	126.0	274	427	1
DhA07G007330.1	sp|Q9SPK4|PPCK1_ARATH	33.077	255	250	0.898	0.388	9.300e-25	105.0	284	645	1
DhA07G009700.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.363	265	300	0.883	0.693	2.670e-19	89.0	300	433	1
DhA07G009890.1	tr|A0A089WU92|A0A089WU92_KALFE	29.167	257	255	0.945	0.437	8.850e-26	107.0	272	583	1
DhA07G009960.1	tr|Q9S759|Q9S759_KALFE	36.364	256	257	0.934	0.594	1.170e-41	149.0	274	433	1
DhA07G010580.1	tr|A0A089WU92|A0A089WU92_KALFE	30.714	260	274	0.956	0.727	1.350e-37	137.0	272	377	1
DhA07G012520.1	tr|Q9S759|Q9S759_KALFE	29.524	201	202	0.734	0.265	2.410e-13	71.6	274	761	1
DhA07G012550.1	tr|Q9S759|Q9S759_KALFE	30.000	201	202	0.734	0.248	6.380e-14	73.2	274	813	1
DhA07G013250.1	sp|Q93VK0|PPCK2_ARATH	28.405	231	242	0.831	0.276	7.600e-14	73.2	278	876	1
DhA07G013670.1	tr|A0A089WU92|A0A089WU92_KALFE	32.463	262	262	0.963	0.764	2.640e-40	144.0	272	343	1
DhA07G016070.1	tr|Q9S759|Q9S759_KALFE	33.333	256	255	0.934	0.567	2.950e-39	143.0	274	450	1
DhA07G017350.1	sp|Q9SPK4|PPCK1_ARATH	31.298	254	256	0.894	0.503	1.740e-21	95.5	284	509	1
DhA07G017500.1	tr|A0A089WU92|A0A089WU92_KALFE	34.717	263	258	0.967	0.410	2.300e-45	162.0	272	630	1
DhA07G017650.1	sp|Q9SPK4|PPCK1_ARATH	29.000	264	295	0.930	0.793	9.080e-23	97.8	284	372	1
DhA07G018550.1	sp|Q9SPK4|PPCK1_ARATH	29.787	219	220	0.771	0.338	4.170e-11	65.1	284	650	1
DhA07G018950.1	tr|Q9S759|Q9S759_KALFE	31.034	192	196	0.701	0.422	2.750e-13	70.9	274	465	1
DhA07G019260.1	tr|Q5EC59|Q5EC59_MAIZE	30.357	258	262	0.902	0.775	9.270e-13	69.3	286	338	1
DhA07G019300.1	tr|Q2ABP5|Q2ABP5_ORYSJ	32.287	209	215	0.733	0.636	1.160e-12	68.9	285	338	1
DhA07G020140.1	tr|A0A089WU92|A0A089WU92_KALFE	25.081	265	294	0.974	0.628	4.890e-17	82.0	272	468	1
DhA07G022310.1	sp|Q9SPK4|PPCK1_ARATH	31.944	211	209	0.743	0.209	1.910e-16	80.9	284	998	1
DhA07G022770.1	tr|Q2ABR6|Q2ABR6_ORYSJ	26.522	225	208	0.738	0.492	5.830e-12	67.4	305	423	1
DhA07G023840.1	tr|Q5EC59|Q5EC59_MAIZE	42.066	269	267	0.941	0.487	8.640e-66	216.0	286	548	1
DhA07G023990.1	tr|Q9S759|Q9S759_KALFE	32.950	257	256	0.938	0.554	2.430e-42	152.0	274	462	1
DhA07G024320.1	tr|Q5EC59|Q5EC59_MAIZE	34.799	268	269	0.937	0.416	1.030e-39	147.0	286	646	1
DhA07G024450.1	tr|Q9S759|Q9S759_KALFE	34.375	213	215	0.777	0.640	2.820e-28	112.0	274	336	1
DhA07G024760.1	sp|Q93VK0|PPCK2_ARATH	33.758	143	155	0.514	0.440	1.670e-13	71.2	278	352	1
DhA08G000510.1	sp|Q93VK0|PPCK2_ARATH	27.016	238	236	0.856	0.550	2.620e-11	65.1	278	429	1
DhA08G001150.1	tr|Q5EC59|Q5EC59_MAIZE	82.979	279	280	0.976	0.982	6.130e-159	445.0	286	285	1
DhA08G001770.1	tr|A0A089WU92|A0A089WU92_KALFE	26.211	265	345	0.974	0.894	6.320e-19	87.0	272	386	1
DhA08G001800.1	tr|Q9S759|Q9S759_KALFE	31.734	260	265	0.949	0.379	8.990e-26	107.0	274	700	1
DhA08G002060.1	sp|Q9SPK4|PPCK1_ARATH	29.278	255	254	0.898	0.713	1.560e-18	85.9	284	356	1
DhA08G002110.1	sp|Q93VK0|PPCK2_ARATH	26.792	244	251	0.878	0.225	3.040e-11	65.5	278	1115	1
DhA08G002500.1	tr|Q9S759|Q9S759_KALFE	30.317	210	210	0.766	0.213	6.910e-12	67.4	274	987	1
DhA08G002910.1	sp|Q93VK0|PPCK2_ARATH	31.967	237	231	0.853	0.434	1.020e-22	99.0	278	532	1
DhA08G002920.1	sp|Q9SPK4|PPCK1_ARATH	31.188	201	196	0.708	0.671	3.110e-21	92.4	284	292	1
DhA08G004260.1	sp|Q93VK0|PPCK2_ARATH	29.333	220	219	0.791	0.200	1.130e-16	81.6	278	1097	1
DhA08G005150.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	29.496	139	137	0.463	0.233	4.310e-13	71.2	300	589	1
DhA08G006300.1	sp|Q93VK0|PPCK2_ARATH	27.679	214	217	0.770	0.215	2.410e-21	95.5	278	1008	1
DhA08G006390.1	tr|Q9S759|Q9S759_KALFE	34.450	206	203	0.752	0.441	5.500e-25	104.0	274	460	1
DhA08G006440.1	sp|Q93VK0|PPCK2_ARATH	29.091	211	212	0.759	0.249	1.250e-11	66.6	278	851	1
DhA08G006710.1	sp|Q9SPK4|PPCK1_ARATH	27.758	264	271	0.930	0.809	5.120e-18	84.3	284	335	1
DhA08G007070.1	tr|Q9S759|Q9S759_KALFE	41.697	268	270	0.978	0.489	1.750e-62	207.0	274	552	1
DhA08G008440.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	25.294	279	335	0.930	0.483	1.870e-21	96.3	300	694	1
DhA08G008620.1	sp|Q9SPK4|PPCK1_ARATH	25.743	269	297	0.947	0.683	5.300e-17	82.0	284	435	1
DhA08G009100.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	30.317	212	204	0.721	0.548	8.230e-15	75.5	294	372	1
DhA08G009640.1	tr|A0A089WU92|A0A089WU92_KALFE	25.000	206	210	0.757	0.380	7.180e-11	63.9	272	553	1
DhA08G009810.1	tr|A0A089WU92|A0A089WU92_KALFE	27.556	206	210	0.757	0.403	1.780e-11	65.5	272	521	1
DhA08G009840.1	tr|A0A089WU92|A0A089WU92_KALFE	27.189	206	210	0.757	0.380	3.130e-11	65.1	272	553	1
DhA08G010090.1	tr|Q2ABR6|Q2ABR6_ORYSJ	91.438	292	289	0.957	0.997	1.980e-174	485.0	305	290	1
DhA08G011740.1	tr|Q9S759|Q9S759_KALFE	24.378	193	200	0.704	0.413	4.550e-12	67.4	274	484	1
DhA08G012100.1	tr|A0A089WU92|A0A089WU92_KALFE	39.604	101	96	0.371	0.219	1.510e-12	68.6	272	439	1
DhA08G012420.1	sp|Q9SPK4|PPCK1_ARATH	23.837	273	342	0.961	0.794	2.150e-19	89.0	284	431	1
DhA08G012570.1	sp|Q9SPK4|PPCK1_ARATH	31.538	121	130	0.426	0.368	1.770e-11	65.5	284	353	1
DhA08G012730.1	tr|A0A089WU92|A0A089WU92_KALFE	33.725	232	244	0.853	0.363	8.550e-20	90.5	272	672	1
DhA08G012760.1	tr|Q9S759|Q9S759_KALFE	30.102	189	191	0.690	0.240	4.260e-11	64.7	274	795	1
DhA08G014080.1	sp|Q9SPK4|PPCK1_ARATH	32.143	274	272	0.965	0.391	6.990e-29	117.0	284	696	1
DhA08G014340.1	tr|A0A089WU92|A0A089WU92_KALFE	30.970	262	262	0.963	0.722	5.140e-38	138.0	272	363	1
DhA08G017510.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	31.010	282	262	0.940	0.547	2.890e-24	103.0	300	479	1
DhA08G018540.1	sp|Q9SPK4|PPCK1_ARATH	36.364	106	108	0.373	0.211	9.440e-14	72.8	284	513	1
DhA08G018630.1	sp|Q93VK0|PPCK2_ARATH	33.133	161	161	0.579	0.149	5.030e-16	79.7	278	1084	1
DhA08G018650.1	tr|Q2ABP5|Q2ABP5_ORYSJ	27.602	213	211	0.747	0.506	2.240e-12	68.6	285	417	1
DhA08G020270.1	sp|Q9SPK4|PPCK1_ARATH	29.154	280	311	0.986	0.753	1.100e-25	106.0	284	413	1
DhA08G020700.1	tr|Q9S759|Q9S759_KALFE	32.195	189	203	0.690	0.198	9.290e-11	63.9	274	1026	1
DhA08G020740.1	tr|Q9S759|Q9S759_KALFE	28.774	197	196	0.719	0.192	9.630e-11	63.9	274	1023	1
DhA08G020760.1	tr|Q6K1R8|Q6K1R8_ORYSJ	32.328	216	219	0.695	0.221	4.810e-17	83.6	311	989	1
DhA08G021150.1	sp|Q9SPK4|PPCK1_ARATH	29.885	253	249	0.891	0.305	3.240e-17	83.2	284	817	1
DhA08G021230.1	tr|Q9S759|Q9S759_KALFE	28.571	193	198	0.704	0.256	7.480e-11	63.9	274	772	1
DhA08G023050.1	tr|Q9S759|Q9S759_KALFE	29.964	265	250	0.967	0.478	6.730e-25	105.0	274	523	1
DhA08G023110.1	tr|Q9S759|Q9S759_KALFE	32.685	256	252	0.934	0.571	6.710e-39	142.0	274	441	1
DhA08G024510.1	sp|Q93VK0|PPCK2_ARATH	26.667	265	294	0.953	0.795	4.210e-20	90.5	278	370	1
DhA08G024910.1	sp|Q9SPK4|PPCK1_ARATH	29.536	216	222	0.761	0.383	1.330e-17	84.3	284	580	1
DhA08G025250.1	tr|Q9S759|Q9S759_KALFE	38.951	262	266	0.956	0.515	1.790e-58	196.0	274	517	1
DhA08G025690.1	tr|A0A089WU92|A0A089WU92_KALFE	32.302	258	284	0.949	0.969	2.090e-33	124.0	272	293	1
DhA08G025940.1	tr|A0A089WU92|A0A089WU92_KALFE	25.806	208	211	0.765	0.286	5.740e-11	64.3	272	737	1
DhA09G001210.1	sp|Q9SPK4|PPCK1_ARATH	30.909	215	216	0.757	0.290	3.490e-24	103.0	284	745	1
DhA09G002150.1	tr|Q5EC59|Q5EC59_MAIZE	28.037	206	206	0.720	0.290	1.610e-13	72.4	286	710	1
DhA09G002160.1	sp|Q93VK0|PPCK2_ARATH	29.858	203	205	0.730	0.366	2.470e-14	74.3	278	560	1
DhA09G002980.1	tr|Q9S759|Q9S759_KALFE	29.075	189	222	0.690	0.213	8.560e-12	67.0	274	1041	1
DhA09G003240.1	tr|Q9S759|Q9S759_KALFE	27.875	253	283	0.923	0.743	5.850e-22	95.5	274	381	1
DhA09G006210.1	tr|A0A089WU92|A0A089WU92_KALFE	26.147	205	207	0.754	0.205	8.740e-11	63.9	272	1008	1
DhA09G007380.1	tr|Q2ABR6|Q2ABR6_ORYSJ	28.832	260	256	0.852	0.612	1.070e-18	87.4	305	418	1
DhA09G010950.1	tr|A0A089WU92|A0A089WU92_KALFE	23.944	268	275	0.985	0.310	7.600e-13	70.1	272	886	1
DhA09G010960.1	tr|A0A089WU92|A0A089WU92_KALFE	25.911	220	229	0.809	0.250	4.850e-14	73.6	272	917	1
DhA09G011780.1	sp|Q9SPK4|PPCK1_ARATH	35.433	253	250	0.891	0.370	7.610e-36	137.0	284	676	1
DhA09G012610.1	tr|A0A089WU92|A0A089WU92_KALFE	34.328	260	259	0.956	0.587	1.570e-36	136.0	272	441	1
DhA09G014310.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.935	139	137	0.463	0.231	1.550e-13	72.4	300	592	1
DhA09G015030.1	tr|Q5EC59|Q5EC59_MAIZE	38.462	100	103	0.350	0.242	3.580e-12	67.8	286	425	1
DhA09G015370.1	tr|A0A089WU92|A0A089WU92_KALFE	29.568	259	293	0.952	0.896	2.080e-24	101.0	272	327	1
DhA10G000270.1	sp|Q9SPK4|PPCK1_ARATH	29.545	200	213	0.704	0.222	2.700e-11	65.5	284	959	1
DhA10G000340.1	tr|A0A089WU92|A0A089WU92_KALFE	37.970	258	264	0.949	0.430	4.250e-54	186.0	272	614	1
DhA10G000650.1	sp|Q9SPK4|PPCK1_ARATH	31.004	208	214	0.732	0.370	1.920e-18	86.7	284	579	1
DhA10G000770.1	tr|A0A089WU92|A0A089WU92_KALFE	30.798	252	244	0.926	0.618	1.500e-13	71.6	272	395	1
DhA10G001220.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	38.793	112	110	0.381	0.226	4.400e-14	73.9	294	487	1
DhA10G001230.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	32.227	204	191	0.694	0.359	4.940e-14	73.9	294	532	1
DhA10G002270.1	tr|Q9S759|Q9S759_KALFE	31.776	206	209	0.752	0.485	2.590e-19	88.6	274	431	1
DhA10G003330.1	tr|A0A089WU92|A0A089WU92_KALFE	32.117	137	135	0.504	0.342	6.650e-18	84.3	272	395	1
DhA10G004680.1	tr|Q9S759|Q9S759_KALFE	31.401	197	202	0.719	0.188	1.190e-13	72.4	274	1075	1
DhA10G005510.1	sp|Q9SPK4|PPCK1_ARATH	32.500	226	232	0.796	0.487	1.020e-23	101.0	284	476	1
DhA10G005580.1	tr|A0A089WU92|A0A089WU92_KALFE	30.916	254	252	0.934	0.508	3.640e-38	141.0	272	496	1
DhA10G009360.1	tr|A0A089WU92|A0A089WU92_KALFE	25.000	266	295	0.978	0.878	4.200e-17	81.3	272	336	1
DhA10G009980.1	tr|Q9S759|Q9S759_KALFE	30.846	191	195	0.697	0.242	3.170e-13	71.2	274	805	1
DhA10G010210.1	tr|Q9S759|Q9S759_KALFE	31.579	192	198	0.701	0.289	9.500e-11	63.5	274	685	1
DhA10G010500.1	tr|Q9S759|Q9S759_KALFE	29.577	201	206	0.734	0.441	9.610e-13	69.3	274	467	1
DhA10G011790.1	sp|Q9SPK4|PPCK1_ARATH	32.576	256	251	0.901	0.424	2.450e-26	109.0	284	592	1
DhA10G011910.1	tr|A0A089WU92|A0A089WU92_KALFE	27.014	201	205	0.739	0.520	4.070e-11	64.3	272	394	1
DhA10G012090.1	tr|Q2ABR7|Q2ABR7_ORYSJ	28.899	212	202	0.726	0.339	1.940e-12	68.9	292	595	1
DhA10G012150.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	31.058	291	269	0.970	0.380	3.200e-38	144.0	300	707	1
DhA10G013260.1	sp|Q9SPK4|PPCK1_ARATH	28.188	264	293	0.930	0.792	9.620e-23	97.8	284	370	1
DhA10G013360.1	tr|A0A089WU92|A0A089WU92_KALFE	35.094	263	258	0.967	0.506	4.540e-48	168.0	272	510	1
DhA10G013520.1	tr|Q2ABP5|Q2ABP5_ORYSJ	34.444	262	258	0.919	0.552	3.280e-23	100.0	285	467	1
DhA10G014550.1	tr|A0A089WU92|A0A089WU92_KALFE	31.973	261	285	0.960	0.545	8.980e-38	140.0	272	523	1
DhA10G015230.1	tr|Q9S759|Q9S759_KALFE	31.963	219	218	0.799	0.447	9.340e-41	148.0	274	488	1
DhA10G015290.1	tr|A0A089WU92|A0A089WU92_KALFE	28.922	193	196	0.710	0.200	9.440e-11	63.9	272	982	1
DhA10G015410.1	tr|A0A089WU92|A0A089WU92_KALFE	33.700	264	262	0.971	0.585	8.080e-47	163.0	272	448	1
DhA10G015900.1	tr|Q9S759|Q9S759_KALFE	34.434	203	206	0.741	0.369	1.350e-24	104.0	274	559	1
DhA10G015990.1	tr|A0A089WU92|A0A089WU92_KALFE	36.364	161	164	0.592	0.816	6.180e-28	107.0	272	201	1
DhA10G016540.1	tr|A0A089WU92|A0A089WU92_KALFE	37.943	272	278	1.000	0.469	7.770e-58	195.0	272	593	1
DhA10G017460.1	tr|A0A089WU92|A0A089WU92_KALFE	32.463	262	262	0.963	0.764	1.640e-39	142.0	272	343	1
DhA10G021720.1	sp|Q93VK0|PPCK2_ARATH	34.302	157	170	0.565	0.169	1.760e-11	66.2	278	1003	1
DhA10G021740.1	tr|Q9S759|Q9S759_KALFE	28.261	205	224	0.748	0.233	3.520e-11	65.1	274	963	1
DhA10G022110.1	sp|Q93VK0|PPCK2_ARATH	35.593	118	118	0.424	0.128	2.600e-19	89.4	278	924	1
DhA10G022120.1	sp|Q9SPK4|PPCK1_ARATH	28.929	266	264	0.937	0.658	6.500e-34	128.0	284	401	1
DhA11G000030.1	sp|Q9SPK4|PPCK1_ARATH	31.818	215	216	0.757	0.283	1.070e-25	108.0	284	764	1
DhA11G000230.1	tr|A0A089WU92|A0A089WU92_KALFE	31.835	261	261	0.960	0.680	2.880e-36	134.0	272	384	1
DhA11G000400.1	tr|Q9S759|Q9S759_KALFE	27.234	221	234	0.807	0.369	4.080e-16	79.7	274	635	1
DhA11G001850.1	sp|Q9SPK4|PPCK1_ARATH	34.586	264	260	0.930	0.192	2.670e-35	136.0	284	1355	1
DhA11G002990.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	26.577	217	200	0.723	0.124	1.220e-12	70.1	300	1615	1
DhA11G004020.1	tr|Q9S759|Q9S759_KALFE	31.455	206	209	0.752	0.500	6.120e-19	87.4	274	418	1
DhA11G004300.1	sp|Q93VK0|PPCK2_ARATH	25.893	209	212	0.752	0.223	1.050e-19	90.5	278	952	1
DhA11G005060.1	tr|Q9S759|Q9S759_KALFE	42.164	265	267	0.967	0.478	1.130e-63	210.0	274	559	1
DhA11G005890.1	tr|Q9S759|Q9S759_KALFE	28.571	202	216	0.737	0.491	6.810e-11	63.9	274	440	1
DhA11G006000.1	tr|A0A089WU92|A0A089WU92_KALFE	41.132	261	263	0.960	0.511	4.170e-69	223.0	272	515	1
DhA11G006010.1	tr|A0A089WU92|A0A089WU92_KALFE	40.520	261	263	0.960	0.500	4.460e-66	216.0	272	526	1
DhA11G006050.1	sp|Q93VK0|PPCK2_ARATH	34.211	262	260	0.942	0.290	2.790e-31	124.0	278	896	1
DhA11G006480.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.714	139	138	0.463	0.199	1.380e-11	66.6	300	692	1
DhA11G006730.1	tr|Q2ABP5|Q2ABP5_ORYSJ	32.857	196	197	0.688	0.546	8.750e-13	69.3	285	361	1
